a_image_name,b_block_id,c_pano_id,date,lat,lng,geoid10,GroupCount,mean_pcnt_road,mean_pcnt_sidewalk,mean_pcnt_building,mean_pcnt_wall,mean_pcnt_fence,mean_pcnt_pole,mean_pcnt_traffic_light,mean_pcnt_traffic_sign,mean_pcnt_vegetation,mean_pcnt_terrain,mean_pcnt_sky,mean_pcnt_person,mean_pcnt_rider,mean_pcnt_car,mean_pcnt_truck,mean_pcnt_bus,mean_pcnt_train,mean_pcnt_motorcycle,mean_pcnt_bicycle,mean_pcnt_unlabeled
p1r00011.jpg,1.7031E+14,icdMpz4ZWuUFRyYBhIPr9Q,2018-10,42.01935129,-87.69833754,1.7031E+14,4,0.235549316,0.049483236,0.122663574,0.017789714,0.014824219,0.017756348,5.45247E-05,0.003241374,0.07445638,0.009649251,0.338720703,0.000688477,0,0.101901042,0.001937663,1.13932E-05,0,0,0,0.011272786
p1r00012.jpg,1.7031E+14,icdMpz4ZWuUFRyYBhIPr9Q,2018-10,42.01935129,-87.69833754,1.7031E+14,4,0.235549316,0.049483236,0.122663574,0.017789714,0.014824219,0.017756348,5.45247E-05,0.003241374,0.07445638,0.009649251,0.338720703,0.000688477,0,0.101901042,0.001937663,1.13932E-05,0,0,0,0.011272786
p1r00013.jpg,1.7031E+14,J_Lk7p_-zh2KsWUKQ1D7iw,2018-10,42.00487075,-87.6980081,1.7031E+14,4,0.24957194,0.011241862,0.065950521,0.000805664,0.036673991,0.007390951,0.000152181,0.003255208,0.326906738,0.059480794,0.142646484,0.000355632,4.55729E-05,0.06651123,0.014805501,0.000137533,0,0,0.00072998,0.013338216
p1r00014.jpg,1.7031E+14,J_Lk7p_-zh2KsWUKQ1D7iw,2018-10,42.00487075,-87.6980081,1.7031E+14,4,0.24957194,0.011241862,0.065950521,0.000805664,0.036673991,0.007390951,0.000152181,0.003255208,0.326906738,0.059480794,0.142646484,0.000355632,4.55729E-05,0.06651123,0.014805501,0.000137533,0,0,0.00072998,0.013338216
p1r00015.jpg,1.7031E+14,uv_9MCunRgDyPXj8B0HqXg,2018-10,42.0048479,-87.6993404,1.7031E+14,4,0.308696289,0.014118652,0.061391602,0.002375488,0.000603841,0.013229167,0.000649414,0.003680013,0.191385091,0.070737305,0.269616699,0,0,0.041484375,0.000454915,0.001985677,0,0,0,0.019591471
p1r00016.jpg,1.7031E+14,uv_9MCunRgDyPXj8B0HqXg,2018-10,42.0048479,-87.6993404,1.7031E+14,4,0.308696289,0.014118652,0.061391602,0.002375488,0.000603841,0.013229167,0.000649414,0.003680013,0.191385091,0.070737305,0.269616699,0,0,0.041484375,0.000454915,0.001985677,0,0,0,0.019591471
p1r00017.jpg,1.7031E+14,BlFAOsX7q9lA3EcGqJN-cQ,2018-10,42.01079406,-87.6901415,1.7031E+14,4,0.285611165,0.060332845,0.05779541,5.94076E-05,0.013285319,0.015013021,3.25521E-05,0.002407227,0.118247884,0.06647054,0.338425293,0,0,0.013613281,0.000812174,0.015388997,0,0,0,0.012504883
p1r00018.jpg,1.7031E+14,BlFAOsX7q9lA3EcGqJN-cQ,2018-10,42.01079406,-87.6901415,1.7031E+14,4,0.285611165,0.060332845,0.05779541,5.94076E-05,0.013285319,0.015013021,3.25521E-05,0.002407227,0.118247884,0.06647054,0.338425293,0,0,0.013613281,0.000812174,0.015388997,0,0,0,0.012504883
p1r00019.jpg,1.7031E+14,cSy6gjFdRvqFzquKBEsvHg,2018-10,42.01052427,-87.69014116,1.7031E+14,4,0.254983724,0.059187012,0.02304362,0.000371908,0.018238118,0.014472656,0.00023763,0.004564616,0.176791178,0.095982259,0.319197591,0.000316569,0,0.013421224,0.002083333,3.41797E-05,0,0,0,0.017074382
p1r00020.jpg,1.7031E+14,cSy6gjFdRvqFzquKBEsvHg,2018-10,42.01052427,-87.69014116,1.7031E+14,4,0.254983724,0.059187012,0.02304362,0.000371908,0.018238118,0.014472656,0.00023763,0.004564616,0.176791178,0.095982259,0.319197591,0.000316569,0,0.013421224,0.002083333,3.41797E-05,0,0,0,0.017074382
p1r00021.jpg,1.7031E+14,cRhgeBBaBpBzdREh24nPAA,2018-08,41.99043188,-87.69276048,1.7031E+14,4,0.269403483,0.024243164,0.111417643,0.002126465,0.006652018,0.009829102,8.13802E-05,0.004921875,0.093744303,0.089906413,0.345942383,0.000138346,0,0.03108724,0.000118815,0,0,0,0.000214844,0.010172526
p1r00022.jpg,1.7031E+14,cRhgeBBaBpBzdREh24nPAA,2018-08,41.99043188,-87.69276048,1.7031E+14,4,0.269403483,0.024243164,0.111417643,0.002126465,0.006652018,0.009829102,8.13802E-05,0.004921875,0.093744303,0.089906413,0.345942383,0.000138346,0,0.03108724,0.000118815,0,0,0,0.000214844,0.010172526
p1r00023.jpg,1.7031E+14,s3JU1-MTYBVSdDaxGT9epw,2018-08,41.99042895,-87.69300245,1.7031E+14,4,0.257045898,0.062417806,0.094502767,0.017197266,0.009712728,0.011604818,0,0.004095866,0.179698079,0.043447266,0.273327637,0.000523275,0,0.022832845,0.006546224,9.76563E-06,0,0,0,0.01703776
p1r00024.jpg,1.7031E+14,s3JU1-MTYBVSdDaxGT9epw,2018-08,41.99042895,-87.69300245,1.7031E+14,4,0.257045898,0.062417806,0.094502767,0.017197266,0.009712728,0.011604818,0,0.004095866,0.179698079,0.043447266,0.273327637,0.000523275,0,0.022832845,0.006546224,9.76563E-06,0,0,0,0.01703776
p1r00025.jpg,1.7031E+14,ijwKvFUcMa1XJJQVeh9eEA,2018-10,41.99052285,-87.69184526,1.7031E+14,4,0.191739909,0.034806315,0.159849447,0.00081543,0.013270671,0.007173665,0.000243327,0.004549154,0.113972982,0.083893229,0.279139811,0.00097168,0,0.094997559,0.000551758,0.000213216,0,0,0.000110677,0.013701172
p1r00026.jpg,1.7031E+14,ijwKvFUcMa1XJJQVeh9eEA,2018-10,41.99052285,-87.69184526,1.7031E+14,4,0.191739909,0.034806315,0.159849447,0.00081543,0.013270671,0.007173665,0.000243327,0.004549154,0.113972982,0.083893229,0.279139811,0.00097168,0,0.094997559,0.000551758,0.000213216,0,0,0.000110677,0.013701172
p1r00027.jpg,1.7031E+14,n2xoyoHmyFerJAqCW4LgVQ,2018-10,41.9905347,-87.69106,1.7031E+14,4,0.203837077,0.039164225,0.061280111,0.001401367,0.02280599,0.014489746,0.000215658,0.005024414,0.20825765,0.078753255,0.253751628,0.000464681,0,0.073736165,0.000308431,4.06901E-06,0,0,0,0.036505534
p1r00028.jpg,1.7031E+14,n2xoyoHmyFerJAqCW4LgVQ,2018-10,41.9905347,-87.69106,1.7031E+14,4,0.203837077,0.039164225,0.061280111,0.001401367,0.02280599,0.014489746,0.000215658,0.005024414,0.20825765,0.078753255,0.253751628,0.000464681,0,0.073736165,0.000308431,4.06901E-06,0,0,0,0.036505534
p1r00029.jpg,1.7031E+14,FpyMCSQ8QwaIg63K4SohBw,2018-10,41.99522798,-87.65556985,1.7031E+14,4,0.221363118,0.037954915,0.034484049,0.001639811,0.071905924,0.00449056,8.38216E-05,0.002937826,0.406311849,0.098462728,0.089602865,3.17383E-05,0,0.023819987,0,0,0,0,0,0.006910807
p1r00030.jpg,1.7031E+14,FpyMCSQ8QwaIg63K4SohBw,2018-10,41.99522798,-87.65556985,1.7031E+14,4,0.221363118,0.037954915,0.034484049,0.001639811,0.071905924,0.00449056,8.38216E-05,0.002937826,0.406311849,0.098462728,0.089602865,3.17383E-05,0,0.023819987,0,0,0,0,0,0.006910807
p1r00031.jpg,1.7031E+14,ky_eBZoVTiU2Q7KZx0BJjQ,2018-10,41.99481114,-87.6555393,1.7031E+14,4,0.222760417,0.044144694,0.122010091,0,0.073521322,0.012610677,0.000506185,0.005026855,0.293979492,0.097692871,0.103117676,0.003283691,4.23177E-05,0.010842285,0,0.000152181,0,0,0,0.010309245
p1r00032.jpg,1.7031E+14,ky_eBZoVTiU2Q7KZx0BJjQ,2018-10,41.99481114,-87.6555393,1.7031E+14,4,0.222760417,0.044144694,0.122010091,0,0.073521322,0.012610677,0.000506185,0.005026855,0.293979492,0.097692871,0.103117676,0.003283691,4.23177E-05,0.010842285,0,0.000152181,0,0,0,0.010309245
p1r00033.jpg,1.7031E+14,cFKLDumoSd58jotH0ZkUkg,2018-10,41.9981842,-87.6611974,1.7031E+14,4,0.256993001,0.059543457,0.263364258,0.002593587,0.043799642,0.019095866,0.000469564,0.003092448,0.076936849,0.009092611,0.185204264,0.003588867,0,0.023547363,0.006435547,0.011039225,0,0,0,0.035203451
p1r00034.jpg,1.7031E+14,cFKLDumoSd58jotH0ZkUkg,2018-10,41.9981842,-87.6611974,1.7031E+14,4,0.256993001,0.059543457,0.263364258,0.002593587,0.043799642,0.019095866,0.000469564,0.003092448,0.076936849,0.009092611,0.185204264,0.003588867,0,0.023547363,0.006435547,0.011039225,0,0,0,0.035203451
p1r00035.jpg,1.7031E+14,WpsisBc1Kkz71W2WE5XOqQ,2018-10,41.99817792,-87.66141172,1.7031E+14,4,0.22771403,0.093217773,0.336738281,0.000275879,0.03943278,0.012347819,0.000478516,0.00324707,0.109230957,0.004766439,0.118157552,0.001196289,0,0.024059245,0.002788086,0.000192871,0,0,7.32422E-06,0.026149089
p1r00036.jpg,1.7031E+14,WpsisBc1Kkz71W2WE5XOqQ,2018-10,41.99817792,-87.66141172,1.7031E+14,4,0.22771403,0.093217773,0.336738281,0.000275879,0.03943278,0.012347819,0.000478516,0.00324707,0.109230957,0.004766439,0.118157552,0.001196289,0,0.024059245,0.002788086,0.000192871,0,0,7.32422E-06,0.026149089
p1r00037.jpg,1.7031E+14,5QmjpTGwRBmzuxjOlD3aCA,2018-07,41.98936105,-87.66029715,1.7031E+14,4,0.27386556,0.064435221,0.117157389,0.010360514,0.026324056,0.011802572,0.000394694,0.004644368,0.236802572,0.012612305,0.167306315,0.001333822,0,0.041084798,0.005056966,3.25521E-06,0,3.25521E-06,0.003115234,0.023697103
p1r00038.jpg,1.7031E+14,5QmjpTGwRBmzuxjOlD3aCA,2018-07,41.98936105,-87.66029715,1.7031E+14,4,0.27386556,0.064435221,0.117157389,0.010360514,0.026324056,0.011802572,0.000394694,0.004644368,0.236802572,0.012612305,0.167306315,0.001333822,0,0.041084798,0.005056966,3.25521E-06,0,3.25521E-06,0.003115234,0.023697103
p1r00039.jpg,1.7031E+14,Y29dvPbO0awtEqmrBCZXdQ,2018-07,41.98906838,-87.66038315,1.7031E+14,4,0.274248861,0.045993652,0.116171875,0.0002889,0.039772135,0.010043132,0.001228841,0.009590658,0.256206868,0.046248372,0.154577637,0.00111735,2.52279E-05,0.021541341,0.000544434,4.88281E-06,0,0.00050944,5.61523E-05,0.021830241
p1r00040.jpg,1.7031E+14,Y29dvPbO0awtEqmrBCZXdQ,2018-07,41.98906838,-87.66038315,1.7031E+14,4,0.274248861,0.045993652,0.116171875,0.0002889,0.039772135,0.010043132,0.001228841,0.009590658,0.256206868,0.046248372,0.154577637,0.00111735,2.52279E-05,0.021541341,0.000544434,4.88281E-06,0,0.00050944,5.61523E-05,0.021830241
p1r00041.jpg,1.7031E+14,bEr_kIOSKagUK-y3KZ3rLw,2018-07,41.98060438,-87.65511069,1.7031E+14,4,0.172127279,0.056216634,0.082266439,0.000185547,0.108994954,0.007169596,9.60286E-05,0.003352865,0.392351888,0.091342773,0.034330241,0.000215658,0,0.003056641,0.022329102,0,0,0,0,0.025964355
p1r00042.jpg,1.7031E+14,bEr_kIOSKagUK-y3KZ3rLw,2018-07,41.98060438,-87.65511069,1.7031E+14,4,0.172127279,0.056216634,0.082266439,0.000185547,0.108994954,0.007169596,9.60286E-05,0.003352865,0.392351888,0.091342773,0.034330241,0.000215658,0,0.003056641,0.022329102,0,0,0,0,0.025964355
p1r00043.jpg,1.7031E+14,MGlP_68j2FKK_zF7G8nvzA,2018-07,41.98043127,-87.65510007,1.7031E+14,4,0.193799642,0.069121094,0.10402181,0.000504557,0.088056641,0.009358724,0.00016276,0.003481445,0.338626302,0.09791097,0.060326335,0.000467936,7.32422E-06,0.015515951,0.001118978,0,0,7.32422E-06,0.001607259,0.015904948
p1r00044.jpg,1.7031E+14,MGlP_68j2FKK_zF7G8nvzA,2018-07,41.98043127,-87.65510007,1.7031E+14,4,0.193799642,0.069121094,0.10402181,0.000504557,0.088056641,0.009358724,0.00016276,0.003481445,0.338626302,0.09791097,0.060326335,0.000467936,7.32422E-06,0.015515951,0.001118978,0,0,7.32422E-06,0.001607259,0.015904948
p1r00045.jpg,1.7031E+14,2qq_N0L0nTpixd0q_keOOg,2018-11,41.97249018,-87.66960765,1.7031E+14,4,0.193850911,0.02355957,0.137801921,0,0.019125163,0.005654297,8.87044E-05,0.005153809,0.359015299,0.100444336,0.088255208,0.000185547,0,0.057596029,0,3.01107E-05,0,0,0,0.009239095
p1r00046.jpg,1.7031E+14,2qq_N0L0nTpixd0q_keOOg,2018-11,41.97249018,-87.66960765,1.7031E+14,4,0.193850911,0.02355957,0.137801921,0,0.019125163,0.005654297,8.87044E-05,0.005153809,0.359015299,0.100444336,0.088255208,0.000185547,0,0.057596029,0,3.01107E-05,0,0,0,0.009239095
p1r00047.jpg,1.7031E+14,JNGe9YuG-qiUIXBuOd8ytw,2018-07,41.97329491,-87.67113504,1.7031E+14,4,0.175850423,0.091063639,0.139732259,0.000365397,0.010307617,0.011862793,1.95313E-05,0.00334554,0.133697917,0.065386556,0.269284668,0.001537272,0.000396322,0.068256836,0.001352539,1.38346E-05,0,0,0.000289714,0.027237142
p1r00048.jpg,1.7031E+14,JNGe9YuG-qiUIXBuOd8ytw,2018-07,41.97329491,-87.67113504,1.7031E+14,4,0.175850423,0.091063639,0.139732259,0.000365397,0.010307617,0.011862793,1.95313E-05,0.00334554,0.133697917,0.065386556,0.269284668,0.001537272,0.000396322,0.068256836,0.001352539,1.38346E-05,0,0,0.000289714,0.027237142
p1r00049.jpg,1.7031E+14,L05bn1mgSkz3uJZpQCnfLQ,2018-07,41.9743562,-87.66800638,1.7031E+14,4,0.224642741,0.071195475,0.280811361,0.011387533,0.047929688,0.027849121,0.000515951,0.009489746,0.176664225,0.030150553,0.099857585,0.000529785,0,0.01046224,0,0,0,0,1.38346E-05,0.008500163
p1r00050.jpg,1.7031E+14,L05bn1mgSkz3uJZpQCnfLQ,2018-07,41.9743562,-87.66800638,1.7031E+14,4,0.224642741,0.071195475,0.280811361,0.011387533,0.047929688,0.027849121,0.000515951,0.009489746,0.176664225,0.030150553,0.099857585,0.000529785,0,0.01046224,0,0,0,0,1.38346E-05,0.008500163
p1r00051.jpg,1.7031E+14,mZb64mRiwKO6MzWNeHMh6g,2018-11,41.97465694,-87.66823902,1.7031E+14,4,0.253353678,0.102099609,0.289033203,0.033705241,0.058763835,0.017365723,0.000100098,0.005608724,0.138586426,0,0.085242513,5.20833E-05,0,0.007550456,0,0,0,0,0,0.008538411
p1r00052.jpg,1.7031E+14,mZb64mRiwKO6MzWNeHMh6g,2018-11,41.97465694,-87.66823902,1.7031E+14,4,0.253353678,0.102099609,0.289033203,0.033705241,0.058763835,0.017365723,0.000100098,0.005608724,0.138586426,0,0.085242513,5.20833E-05,0,0.007550456,0,0,0,0,0,0.008538411
p1r00053.jpg,1.7031E+14,IANPOPAhrsLcI3xTNPYfog,2018-10,41.95569943,-87.64671551,1.7031E+14,4,0.177562663,0.097077637,0.26119873,0,0.067753092,0.009890951,9.92839E-05,0.003434245,0.203365885,0.013100586,0.080011393,0.00188151,0.001459961,0.051395671,0.001211751,0,0,0.011220703,0.002385254,0.016950684
p1r00054.jpg,1.7031E+14,IANPOPAhrsLcI3xTNPYfog,2018-10,41.95569943,-87.64671551,1.7031E+14,4,0.177562663,0.097077637,0.26119873,0,0.067753092,0.009890951,9.92839E-05,0.003434245,0.203365885,0.013100586,0.080011393,0.00188151,0.001459961,0.051395671,0.001211751,0,0,0.011220703,0.002385254,0.016950684
p1r00055.jpg,1.7031E+14,LYsej8U4xBbqkbHP5jgmrg,2018-10,41.95571485,-87.64570914,1.7031E+14,4,0.165315755,0.100679525,0.104095052,3.01107E-05,0.057616374,0.010170898,0.00019694,0.004496257,0.235597331,0.068610026,0.181116536,0.000186361,0,0.021223145,8.95182E-06,6.51042E-06,0,0,0.000148926,0.050501302
p1r00056.jpg,1.7031E+14,LYsej8U4xBbqkbHP5jgmrg,2018-10,41.95571485,-87.64570914,1.7031E+14,4,0.165315755,0.100679525,0.104095052,3.01107E-05,0.057616374,0.010170898,0.00019694,0.004496257,0.235597331,0.068610026,0.181116536,0.000186361,0,0.021223145,8.95182E-06,6.51042E-06,0,0,0.000148926,0.050501302
p1r00057.jpg,1.7031E+14,D6hIzSirl-U9VaBe80_IAQ,2018-07,41.96301593,-87.65474918,1.7031E+14,4,0.218629557,0.045170898,0.05865804,0.002286784,0.053798014,0.008286133,0.000317383,0.008835449,0.373572591,0.018192546,0.080184733,0.001255697,0,0.117114258,0.001923014,1.13932E-05,0,0,0,0.011763509
p1r00058.jpg,1.7031E+14,D6hIzSirl-U9VaBe80_IAQ,2018-07,41.96301593,-87.65474918,1.7031E+14,4,0.218629557,0.045170898,0.05865804,0.002286784,0.053798014,0.008286133,0.000317383,0.008835449,0.373572591,0.018192546,0.080184733,0.001255697,0,0.117114258,0.001923014,1.13932E-05,0,0,0,0.011763509
p1r00059.jpg,1.7031E+14,xYFRxszwWqyDhLAL1xR4RQ,2018-07,41.96310947,-87.65475183,1.7031E+14,4,0.243458659,0.044436035,0.06927002,0,0.045113932,0.010997721,6.51042E-05,0.006813151,0.3031014,0.008355306,0.151696777,0.001320801,0,0.099497884,8.46354E-05,0,0,0,0,0.015788574
p1r00060.jpg,1.7031E+14,xYFRxszwWqyDhLAL1xR4RQ,2018-07,41.96310947,-87.65475183,1.7031E+14,4,0.243458659,0.044436035,0.06927002,0,0.045113932,0.010997721,6.51042E-05,0.006813151,0.3031014,0.008355306,0.151696777,0.001320801,0,0.099497884,8.46354E-05,0,0,0,0,0.015788574
p1r00061.jpg,1.7031E+14,eI2-1IWeeufTwD2xNu2Ahw,2018-11,41.96533697,-87.66113731,1.7031E+14,4,0.271038411,0.080981445,0.107078451,1.54622E-05,0.028318685,0.013539225,0.00209554,0.003853353,0.238328451,0.039930827,0.176676432,0.0015861,8.13802E-07,0.01297526,0.000684408,0.00058431,0,0,0.000347493,0.021965332
p1r00062.jpg,1.7031E+14,eI2-1IWeeufTwD2xNu2Ahw,2018-11,41.96533697,-87.66113731,1.7031E+14,4,0.271038411,0.080981445,0.107078451,1.54622E-05,0.028318685,0.013539225,0.00209554,0.003853353,0.238328451,0.039930827,0.176676432,0.0015861,8.13802E-07,0.01297526,0.000684408,0.00058431,0,0,0.000347493,0.021965332
p1r00063.jpg,1.7031E+14,iVp26OT0yOyipkgnTXAf3A,2018-07,41.96613547,-87.66107045,1.7031E+14,4,0.139958496,0.034905599,0.058295898,0,0.095686035,0.005131022,0.000148112,0.002202148,0.455771484,0.024318034,0.002378743,0,0,0.165950521,0.000321452,0,0,0,0.000717773,0.014214681
p1r00064.jpg,1.7031E+14,iVp26OT0yOyipkgnTXAf3A,2018-07,41.96613547,-87.66107045,1.7031E+14,4,0.139958496,0.034905599,0.058295898,0,0.095686035,0.005131022,0.000148112,0.002202148,0.455771484,0.024318034,0.002378743,0,0,0.165950521,0.000321452,0,0,0,0.000717773,0.014214681
p1r00065.jpg,1.7031E+14,PNg1ggroTKvEq4NLYubrSw,2018-11,41.9688716,-87.6699663,1.7031E+14,4,0.236181641,0.026200358,0.183540853,0,0.031778971,0.021143392,0.001227214,0.005368652,0.038294271,0.001993815,0.28691569,0.000371908,0,0.135529785,0.004090169,0.001694336,0,0,0.000113118,0.025555827
p1r00066.jpg,1.7031E+14,PNg1ggroTKvEq4NLYubrSw,2018-11,41.9688716,-87.6699663,1.7031E+14,4,0.236181641,0.026200358,0.183540853,0,0.031778971,0.021143392,0.001227214,0.005368652,0.038294271,0.001993815,0.28691569,0.000371908,0,0.135529785,0.004090169,0.001694336,0,0,0.000113118,0.025555827
p1r00067.jpg,1.7031E+14,Vq1J2lvTv8ID5SUlHQXCrg,2018-07,41.96883703,-87.6695019,1.7031E+14,4,0.27665446,0.064064128,0.164665527,0,0.001874186,0.02514974,0.00583903,0.007545573,0.033371582,0.005218913,0.329325358,0.002276204,8.78906E-05,0.060508626,0.000593262,0.006459961,0,0.000151367,0.000171712,0.01604248
p1r00068.jpg,1.7031E+14,Vq1J2lvTv8ID5SUlHQXCrg,2018-07,41.96883703,-87.6695019,1.7031E+14,4,0.27665446,0.064064128,0.164665527,0,0.001874186,0.02514974,0.00583903,0.007545573,0.033371582,0.005218913,0.329325358,0.002276204,8.78906E-05,0.060508626,0.000593262,0.006459961,0,0.000151367,0.000171712,0.01604248
p1r00069.jpg,1.7031E+14,F7UGaFkRNmZw2piNWpDaHg,2018-07,41.97817165,-87.67946786,1.7031E+14,4,0.219890137,0.034322917,0.134033203,0.000674642,0.016242676,0.003384603,0.000245768,0.001727702,0.347661133,0.007533366,0.090848796,0.000231934,0,0.13730957,0,0,0,0,0,0.005893555
p1r00070.jpg,1.7031E+14,F7UGaFkRNmZw2piNWpDaHg,2018-07,41.97817165,-87.67946786,1.7031E+14,4,0.219890137,0.034322917,0.134033203,0.000674642,0.016242676,0.003384603,0.000245768,0.001727702,0.347661133,0.007533366,0.090848796,0.000231934,0,0.13730957,0,0,0,0,0,0.005893555
p1r00071.jpg,1.7031E+14,vBVx4uyioKE9HWcgLG4C1Q,2018-07,41.97808176,-87.6794645,1.7031E+14,4,0.235002441,0.052948405,0.091886393,0.008168132,0.036462402,0.005253092,0.000191243,0.00369222,0.337058919,0.003721517,0.114119466,0,0,0.105042318,0.000554199,0,0,0,0.001293945,0.004605306
p1r00072.jpg,1.7031E+14,vBVx4uyioKE9HWcgLG4C1Q,2018-07,41.97808176,-87.6794645,1.7031E+14,4,0.235002441,0.052948405,0.091886393,0.008168132,0.036462402,0.005253092,0.000191243,0.00369222,0.337058919,0.003721517,0.114119466,0,0,0.105042318,0.000554199,0,0,0,0.001293945,0.004605306
p1r00073.jpg,1.7031E+14,4w2hmW2nw9JDwf2QskJVOg,2018-10,41.97631893,-87.69893046,1.7031E+14,4,0.239342448,0.093065592,0.304360352,0.025061035,0.020638835,0.009471842,0.000400391,0.0037264,0.165987142,0.00375651,0.084121908,0,0,0.044209798,0,0,0,1.70898E-05,2.76693E-05,0.005812988
p1r00074.jpg,1.7031E+14,4w2hmW2nw9JDwf2QskJVOg,2018-10,41.97631893,-87.69893046,1.7031E+14,4,0.239342448,0.093065592,0.304360352,0.025061035,0.020638835,0.009471842,0.000400391,0.0037264,0.165987142,0.00375651,0.084121908,0,0,0.044209798,0,0,0,1.70898E-05,2.76693E-05,0.005812988
p1r00075.jpg,1.7031E+14,RT5H_Wgug_tyyl1fPLaL-w,2018-10,41.97596781,-87.6989272,1.7031E+14,4,0.282270508,0.093575033,0.209152832,0,0.056766764,0.022338053,0.006612142,0.007102865,0.064256185,0.006923014,0.22071696,0.000553385,0,0.010975749,0.000135091,0,0,0,0.000126139,0.01849528
p1r00076.jpg,1.7031E+14,RT5H_Wgug_tyyl1fPLaL-w,2018-10,41.97596781,-87.6989272,1.7031E+14,4,0.282270508,0.093575033,0.209152832,0,0.056766764,0.022338053,0.006612142,0.007102865,0.064256185,0.006923014,0.22071696,0.000553385,0,0.010975749,0.000135091,0,0,0,0.000126139,0.01849528
